Age,Height,Weight,Team,Year,Host_City,Event,GDP_adjustedPPP_Value,Cereal_yield_kg_per_hectare_Value,Military_expenditure_Value,Tax_revenue,Expense,Central_government_debt,Avg_Temp,Representing_Host,Medal_Binary
18.0,161.0,54.0,Eritrea,2008,Beijing,"Athletics Men's 1,500 metres",5626561750.56509,252.2,181583668.998912,953192448.3874013,1381618452.737908,2935357685.022564,25.5,N,0
47.0,176.0,78.0,Argentina,1960,Roma,Athletics Men's 50 kilometres Walk,239710637236.106,1410.7,305162407.203668,11598430696.700071,24751179097.116966,172221956523.6923,14.8,N,0
21.0,175.0,72.0,Bermuda,1988,Seoul,Athletics Men's Triple Jump,1554618565.39796,2275.1192099511013,22062050991.976982,246894927.8368128,376777630.3049382,920577224.2276441,0.0,N,0
24.0,175.0,72.0,Bermuda,1992,Barcelona,Athletics Men's Triple Jump,1583966063.50705,2333.5536235383247,24439870114.896008,250830870.56046855,393437227.538176,857352803.6821626,0.0,N,0
28.0,175.0,72.0,Bermuda,1996,Atlanta,Athletics Men's Triple Jump,1910912651.5879397,2513.752371951541,24950583193.521687,300340054.2761405,465208336.6663049,1026140746.05567,0.0,N,0
33.0,175.0,72.0,Bermuda,2000,Sydney,Athletics Men's Triple Jump,2505817251.687361,2671.403588378855,25416841055.39075,399129873.3900726,598888287.0947859,1369743589.116664,0.0,N,0
20.0,182.0,70.0,Germany,1972,Munich,"Athletics Men's 1,500 metres",1542829292000.47,3770.2,9006765501.46289,167012210747.6594,312347989447.55884,324149713504.99634,8.5,Y,0
24.0,182.0,70.0,Germany,1976,Montreal,Athletics Men's 800 metres,1542829292000.47,3495.7,15457151068.4076,157506836219.94397,381625692055.37085,324149713504.99634,8.5,N,0
24.0,182.0,70.0,Germany,1976,Montreal,"Athletics Men's 1,500 metres",1542829292000.47,3495.7,15457151068.4076,157506836219.94397,381625692055.37085,324149713504.99634,8.5,N,1
28.0,183.0,86.0,United Kingdom,1980,Moskva,Athletics Men's 100 metres,955939756230.106,4944.2,25363413472.1528,228240806472.75714,339931024353.7001,288726030587.68756,8.45,N,1
28.0,183.0,86.0,United Kingdom,1980,Moskva,Athletics Men's 200 metres,955939756230.106,4944.2,25363413472.1528,228240806472.75714,339931024353.7001,288726030587.68756,8.45,N,1
28.0,183.0,86.0,United Kingdom,1980,Moskva,Athletics Men's 4 x 100 metres Relay,955939756230.106,4944.2,25363413472.1528,228240806472.75714,339931024353.7001,288726030587.68756,8.45,N,0
32.0,183.0,86.0,United Kingdom,1984,Los Angeles,Athletics Men's 100 metres,955939756230.106,6590.9,22732895543.6701,236859226347.38815,351972837905.203,288726030587.68756,8.45,N,0
32.0,183.0,86.0,United Kingdom,1984,Los Angeles,Athletics Men's 4 x 100 metres Relay,955939756230.106,6590.9,22732895543.6701,236859226347.38815,351972837905.203,288726030587.68756,8.45,N,0
18.0,170.0,64.0,"Bahamas, The",1984,Los Angeles,Athletics Men's Long Jump,5133478990.74347,1333.3,16987183971.433418,681579935.5697811,813117317.9694082,1253535251.9721344,24.85,N,0
26.0,173.0,72.0,"Bahamas, The",1996,Atlanta,Athletics Men's 100 metres,6116242260.49014,1793.1,24950583193.521687,1042760837.594789,1116650602.781089,2093147912.4221065,24.85,N,0
26.0,173.0,72.0,"Bahamas, The",1996,Atlanta,Athletics Men's 4 x 100 metres Relay,6116242260.49014,1793.1,24950583193.521687,1042760837.594789,1116650602.781089,2093147912.4221065,24.85,N,0
30.0,173.0,72.0,"Bahamas, The",2000,Sydney,Athletics Men's 100 metres,7787796700.7236595,2476.2,25416841055.39075,831634480.2002431,798983757.2874842,1460367970.5670912,24.85,N,0
30.0,173.0,72.0,"Bahamas, The",2000,Sydney,Athletics Men's 200 metres,7787796700.7236595,2476.2,25416841055.39075,831634480.2002431,798983757.2874842,1460367970.5670912,24.85,N,0
30.0,173.0,72.0,"Bahamas, The",2000,Sydney,Athletics Men's 4 x 100 metres Relay,7787796700.7236595,2476.2,25416841055.39075,831634480.2002431,798983757.2874842,1460367970.5670912,24.85,N,0
25.0,176.0,65.0,New Zealand,1968,Mexico City,"Athletics Men's 3,000 metres Steeplechase",49518835062.0424,3560.4,135520021.683203,11803623308.105633,12502280139.426523,16230483658.625698,10.55,N,0
24.0,170.0,65.0,China,2008,Beijing,Athletics Men's 4 x 100 metres Relay,10111431008499.5,5548.4,86362099112.7773,1020532676830.5532,1216469958272.0002,5275098369691.5,6.95,Y,0
21.0,181.0,76.0,Germany,1960,Roma,Athletics Men's 200 metres,1542829292000.47,2417.4,2884517772.40702,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
19.0,173.0,57.0,Ethiopia,2004,Athina,"Athletics Men's 1,500 metres",43340606078.1234,1162.6,311038748.989645,4195701011.7084694,7006897121.211773,25498476618.80027,22.2,N,0
23.0,173.0,57.0,Ethiopia,2008,Beijing,"Athletics Men's 1,500 metres",73862457732.4032,1446.3,388187596.747412,5771718996.819163,9512052097.576044,27665344121.524303,22.2,N,0
25.0,183.0,78.0,China,1984,Los Angeles,Athletics Men's Decathlon,1119671186836.83,3954.9,11403453019.9649,95947354406.09834,134703620168.58409,690893624765.7819,6.95,N,0
21.0,178.0,69.0,United Kingdom,1960,Roma,Athletics Men's 800 metres,955939756230.106,3176.5,4587798164.88073,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
21.0,176.0,56.0,Canada,1976,Montreal,Athletics Men's Pole Vault,558639235991.033,2275.8,3581805735.1487,79120748015.5323,135120341730.69266,372522278882.60657,0.0,Y,0
24.0,188.0,100.0,Sweden,1988,Seoul,Athletics Men's Javelin Throw,172015861816.634,3681.5,4917620753.53141,37813121004.469574,60253913765.32628,101860281434.2093,2.1,N,0
28.0,188.0,100.0,Sweden,1992,Barcelona,Athletics Men's Javelin Throw,177718134330.844,3359.4,6418628291.004371,30899873914.05732,71576797138.36508,96193437627.29178,2.1,N,0
32.0,188.0,100.0,Sweden,1996,Atlanta,Athletics Men's Javelin Throw,208694227270.474,4893.6,6203436942.65996,57293709451.92236,84253046901.69241,112066687030.87009,2.1,N,0
24.0,193.0,93.0,Germany,1984,Los Angeles,Athletics Men's Decathlon,1542829292000.47,5036.6,20124939008.0475,157824688479.8636,405706260543.09894,324149713504.99634,8.5,N,1
26.0,186.0,78.0,Germany,1984,Los Angeles,Athletics Men's 4 x 400 metres Relay,1542829292000.47,5036.6,20124939008.0475,157824688479.8636,405706260543.09894,324149713504.99634,8.5,N,0
22.0,191.0,86.0,Poland,1968,Mexico City,Athletics Men's 400 metres,235357871376.914,2121.9,7225000000.0,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,0
22.0,191.0,86.0,Poland,1968,Mexico City,Athletics Men's 4 x 400 metres Relay,235357871376.914,2121.9,7225000000.0,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,0
26.0,191.0,86.0,Poland,1972,Munich,Athletics Men's 400 metres,235357871376.914,2404.6,10054347826.087,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,0
26.0,191.0,86.0,Poland,1972,Munich,Athletics Men's 4 x 400 metres Relay,235357871376.914,2404.6,10054347826.087,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,0
29.0,191.0,86.0,Poland,1976,Montreal,Athletics Men's 400 metres,235357871376.914,2685.6,15572289156.6265,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,0
29.0,191.0,86.0,Poland,1976,Montreal,Athletics Men's 4 x 400 metres Relay,235357871376.914,2685.6,15572289156.6265,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,1
20.0,190.0,90.0,Austria,1976,Montreal,Athletics Men's Decathlon,149275155516.776,4173.9,581408727.267149,26664024445.6937,47199545815.2451,99542455185.79633,6.35,N,0
24.0,190.0,90.0,Austria,1980,Moskva,Athletics Men's Decathlon,149275155516.776,4515.6,1152895906.47504,27732345414.577682,49968278608.62177,95826379540.5971,6.35,N,0
28.0,190.0,90.0,Austria,1984,Los Angeles,Athletics Men's Decathlon,149275155516.776,5091.4,949715291.7228287,28308656084.21699,53298888475.808,92110303895.39783,6.35,N,0
32.0,190.0,90.0,Austria,1988,Seoul,Athletics Men's Decathlon,149275155516.776,5546.0,1713954576.8605,27709649726.19787,55485488530.960434,88394228250.19858,6.35,N,0
32.0,174.0,62.0,Germany,1972,Munich,Athletics Men's 20 kilometres Walk,1542829292000.47,3770.2,9006765501.46289,167012210747.6594,312347989447.55884,324149713504.99634,8.5,Y,0
24.0,183.0,73.0,Haiti,2016,Rio de Janeiro,Athletics Men's 100 metres,19372752814.7949,1012.7,64514.316605567,3210661729.4618335,4991775485.910179,11326671488.768244,24.9,N,0
23.0,179.0,64.0,Poland,1980,Moskva,"Athletics Men's 3,000 metres Steeplechase",235357871376.914,2336.8,1506218238.81022,53620832409.86033,84670670210.88496,142284185393.7867,7.85,N,0
25.0,181.0,84.0,Germany,1968,Mexico City,Athletics Men's Decathlon,1542829292000.47,3619.6,4827481334.070029,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
21.0,200.0,82.0,Germany,1980,Moskva,Athletics Men's High Jump,1542829292000.47,4227.6,26692620066.7558,159244969989.7515,393127614518.6682,324149713504.99634,8.5,N,1
23.0,182.0,88.0,Germany,1976,Montreal,Athletics Men's Javelin Throw,1542829292000.47,3495.7,15457151068.4076,157506836219.94397,381625692055.37085,324149713504.99634,8.5,N,0
20.0,181.0,68.0,Germany,1972,Munich,"Athletics Men's 1,500 metres",1542829292000.47,3770.2,9006765501.46289,167012210747.6594,312347989447.55884,324149713504.99634,8.5,Y,0
24.0,181.0,68.0,Germany,1976,Montreal,Athletics Men's 800 metres,1542829292000.47,3495.7,15457151068.4076,157506836219.94397,381625692055.37085,324149713504.99634,8.5,N,0
24.0,181.0,68.0,Germany,1976,Montreal,"Athletics Men's 1,500 metres",1542829292000.47,3495.7,15457151068.4076,157506836219.94397,381625692055.37085,324149713504.99634,8.5,N,0
22.0,175.0,66.0,Nigeria,1964,Tokyo,Athletics Men's Long Jump,206771443952.778,717.8,54319978.2720087,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
19.0,184.0,73.0,Netherlands,1980,Moskva,Athletics Men's 100 metres,282599000540.866,5689.2,5269306825.3363,66052200948.94394,130385406832.42366,156875429177.97546,9.25,N,0
19.0,184.0,73.0,Netherlands,1980,Moskva,Athletics Men's 4 x 400 metres Relay,282599000540.866,5689.2,5269306825.3363,66052200948.94394,130385406832.42366,156875429177.97546,9.25,N,0
40.0,179.0,64.0,Australia,2016,Rio de Janeiro,Athletics Men's Marathon,1143607260469.09,2074.3,26382947050.0183,254901974295.77377,308346672859.23926,625382011175.5729,21.65,N,0
28.0,186.0,79.0,Norway,1968,Mexico City,Athletics Men's 110 metres Hurdles,78180942391.7826,3524.9,321999871.200052,17943839526.236973,22146094233.9396,15516601434.210413,1.5,N,0
20.0,196.0,82.0,United States,2008,Beijing,Athletics Men's 800 metres,14718582000000.0,6598.3,621131000000.0,1517800000000.0002,3366400000000.003,9425376000000.004,8.55,N,0
24.0,196.0,82.0,United States,2012,London,"Athletics Men's 1,500 metres",16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,0
20.0,183.0,68.0,United States,1972,Munich,"Athletics Men's 1,500 metres",5979589000000.0,3908.2,77639000000.0,704943479943.4547,1061495023770.9237,2333054044102.4277,8.55,N,0
21.0,186.0,70.0,United States,1976,Montreal,Athletics Men's 400 metres Hurdles,5979589000000.0,3533.0,91013000000.0,641307080273.7749,1177295467869.1309,2333054044102.4277,8.55,N,0
23.0,179.0,68.0,United Kingdom,1964,Tokyo,"Athletics Men's 1,500 metres",955939756230.106,3734.7,5508997796.40088,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
27.0,179.0,68.0,United Kingdom,1968,Mexico City,"Athletics Men's 1,500 metres",955939756230.106,3446.5,5563195549.443561,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
27.0,180.0,71.0,United Kingdom,1960,Roma,Athletics Men's 4 x 100 metres Relay,955939756230.106,3176.5,4587798164.88073,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,1
31.0,173.0,62.0,United Kingdom,1996,Atlanta,Athletics Men's Marathon,1265148723753.91,7299.9,34490949484.9897,294057074167.83777,430341298984.4105,554540449134.3882,8.45,N,0
23.0,185.0,73.0,United Kingdom,1980,Moskva,Athletics Men's 4 x 400 metres Relay,955939756230.106,4944.2,25363413472.1528,228240806472.75714,339931024353.7001,288726030587.68756,8.45,N,0
24.0,189.0,72.0,United Kingdom,1996,Atlanta,"Athletics Men's 1,500 metres",1265148723753.91,7299.9,34490949484.9897,294057074167.83777,430341298984.4105,554540449134.3882,8.45,N,0
28.0,189.0,72.0,United Kingdom,2000,Sydney,"Athletics Men's 1,500 metres",1545932373238.86,7164.8,35254814799.1243,405482360889.91895,501564198866.16943,662625583026.0314,8.45,N,0
25.0,191.0,136.0,United States,2012,London,Athletics Men's Shot Put,16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,0
23.0,185.0,74.0,Canada,2000,Sydney,Athletics Men's 800 metres,898018035631.369,2805.7,8299385230.72365,133870980880.92754,169161840058.0005,490879550928.5111,0.0,N,0
26.0,187.0,78.0,United States,1968,Mexico City,Athletics Men's 400 metres Hurdles,5979589000000.0,3212.8,80732000000.0,704943479943.4547,1061495023770.9237,2333054044102.4277,8.55,N,0
24.0,190.0,77.0,United Kingdom,1988,Seoul,Athletics Men's 400 metres,955939756230.106,5399.4,34304125086.7175,219777718697.4459,296077879629.837,288726030587.68756,8.45,N,0
24.0,190.0,77.0,United Kingdom,1988,Seoul,Athletics Men's 4 x 400 metres Relay,955939756230.106,5399.4,34304125086.7175,219777718697.4459,296077879629.837,288726030587.68756,8.45,N,0
27.0,173.0,68.0,"Bahamas, The",1988,Seoul,Athletics Men's 100 metres,5133478990.74347,1400.0,22062050991.976982,723048302.4330494,855853092.6758504,1253535251.9721344,24.85,N,0
28.0,188.0,86.0,Jamaica,2016,Rio de Janeiro,Athletics Men's 400 metres Hurdles,25464388918.1599,1090.1,137649061.819234,6627490936.649141,6671991203.583814,31233323814.09758,24.95,N,0
28.0,185.0,78.0,Poland,2012,London,Athletics Men's 4 x 400 metres Relay,907167369644.71,3704.9,8986838792.09222,144824982963.7316,316209842286.4675,548422576438.9821,7.85,N,0
24.0,170.0,64.0,Indonesia,2008,Beijing,Athletics Men's 100 metres,1767472353094.05,4694.3,3232202215.49527,235261490117.3316,326073287486.27893,604917911460.3191,25.85,N,0
25.0,183.0,74.0,Sweden,1992,Barcelona,Athletics Men's Pole Vault,177718134330.844,3359.4,6418628291.004371,30899873914.05732,71576797138.36508,96193437627.29178,2.1,N,0
25.0,180.0,70.0,Switzerland,1996,Atlanta,Athletics Men's 4 x 400 metres Relay,215989021860.776,6706.8,4239447900.90695,18233879644.44875,40039583361.64891,50971612929.49959,5.5,N,0
23.0,176.0,72.0,Switzerland,1968,Mexico City,Athletics Men's 100 metres,185312275839.254,3852.2,373889479.641889,13916383032.142223,31788564846.858562,23521563701.499775,5.5,N,0
23.0,176.0,72.0,Switzerland,1968,Mexico City,Athletics Men's 200 metres,185312275839.254,3852.2,373889479.641889,13916383032.142223,31788564846.858562,23521563701.499775,5.5,N,0
25.0,202.0,124.0,Germany,2012,London,Athletics Men's Discus Throw,3503682457579.97,6964.9,46470870904.8252,405418382564.0287,991692558615.732,670136962321.358,8.5,N,0
27.0,179.0,72.0,Poland,2008,Beijing,Athletics Men's 4 x 400 metres Relay,698099544956.881,3217.2,9349421394.29862,126799776142.45222,248855335588.1934,422031880628.6842,7.85,N,0
24.0,187.0,71.0,Germany,1980,Moskva,Athletics Men's 20 kilometres Walk,1542829292000.47,4227.6,26692620066.7558,159244969989.7515,393127614518.6682,324149713504.99634,8.5,N,1
18.0,191.0,83.0,Switzerland,1968,Mexico City,Athletics Men's High Jump,185312275839.254,3852.2,373889479.641889,13916383032.142223,31788564846.858562,23521563701.499775,5.5,N,0
24.0,190.0,90.0,Poland,2016,Rio de Janeiro,Athletics Men's Decathlon,1053113684731.11,3999.9,9164190586.63773,172420719910.68558,366534502534.16754,636653543314.264,7.85,N,0
22.0,185.0,73.0,United Kingdom,1960,Roma,"Athletics Men's 1,500 metres",955939756230.106,3176.5,4587798164.88073,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
26.0,185.0,73.0,United Kingdom,1964,Tokyo,"Athletics Men's 5,000 metres",955939756230.106,3734.7,5508997796.40088,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
28.0,186.0,75.0,Jamaica,2004,Athina,Athletics Men's 110 metres Hurdles,19738334554.9786,1185.4,54533132.2348081,4770261471.807475,5971702054.500893,24082360763.529087,24.95,N,0
32.0,186.0,75.0,Jamaica,2008,Beijing,Athletics Men's 110 metres Hurdles,22959429366.8978,1294.2,130699170.654872,5667479259.865006,7139103052.7623825,27629337027.36997,24.95,N,0
20.0,182.0,68.0,Sri Lanka,2004,Athina,Athletics Men's High Jump,102643905254.40303,3563.7,619305492.420499,13821996417.799215,21258673498.24572,105034006257.40414,26.95,N,0
26.0,183.0,75.0,Belgium,1996,Atlanta,Athletics Men's 100 metres,232496624669.734,8021.4,4241865967.6150093,60054715880.09437,105887071246.92322,124848333436.78703,9.55,N,0
26.0,183.0,75.0,Belgium,1996,Atlanta,Athletics Men's 200 metres,232496624669.734,8021.4,4241865967.6150093,60054715880.09437,105887071246.92322,124848333436.78703,9.55,N,0
30.0,178.0,64.0,Tanzania,2000,Sydney,Athletics Men's Marathon,40356907072.3158,1440.7,135055952.64421102,4621453164.853269,7209552849.496283,22060114200.92912,22.35,N,0
25.0,193.0,115.0,United States,1976,Montreal,Athletics Men's Discus Throw,5979589000000.0,3533.0,91013000000.0,641307080273.7749,1177295467869.1309,2333054044102.4277,8.55,N,1
33.0,193.0,115.0,United States,1984,Los Angeles,Athletics Men's Discus Throw,5979589000000.0,4374.1,231459000000.0,607046168488.9221,1282860615297.9207,2333054044102.4277,8.55,Y,1
37.0,193.0,115.0,United States,1988,Seoul,Athletics Men's Discus Throw,5979589000000.0,3706.9,293093000000.0,631640832933.3733,1253650808073.4414,2333054044102.4277,8.55,N,0
30.0,176.0,63.0,Liechtenstein,1992,Barcelona,Athletics Men's Marathon,1097558024721.1284,2333.5536235383247,24439870114.896008,173805134575.85422,272619594735.80328,594074880376.5818,5.65,N,0
31.0,192.0,82.0,France,1960,Roma,Athletics Men's Triple Jump,1026359782091.95,2275.9,3881219690.4271603,191676161211.1877,307961698763.933,737396103098.2637,10.7,N,0
21.0,185.0,84.0,"Bahamas, The",2004,Athina,Athletics Men's 4 x 400 metres Relay,8898318291.82256,3550.0,37385803680.950806,838963182.8225608,1003593013.1982018,1948508211.9601078,24.85,N,0
25.0,185.0,84.0,"Bahamas, The",2008,Beijing,Athletics Men's 4 x 400 metres Relay,10408037336.8221,4761.9,53668155859.04055,1261596313.6865475,1329911047.827131,2648878132.397183,24.85,N,1
33.0,177.0,70.0,United Kingdom,1988,Seoul,Athletics Men's 100 metres,955939756230.106,5399.4,34304125086.7175,219777718697.4459,296077879629.837,288726030587.68756,8.45,N,0
25.0,188.0,105.0,United Kingdom,1972,Munich,Athletics Men's Hammer Throw,955939756230.106,4083.1,7860461050.475791,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
28.0,178.0,68.0,Jamaica,2000,Sydney,Athletics Men's 100 metres,16703718001.6359,1146.8,43566232.4912703,3757444995.321448,4133139758.2373075,16425460069.248386,24.95,N,0
28.0,178.0,68.0,Jamaica,2000,Sydney,Athletics Men's 200 metres,16703718001.6359,1146.8,43566232.4912703,3757444995.321448,4133139758.2373075,16425460069.248386,24.95,N,0
28.0,178.0,68.0,Jamaica,2000,Sydney,Athletics Men's 4 x 100 metres Relay,16703718001.6359,1146.8,43566232.4912703,3757444995.321448,4133139758.2373075,16425460069.248386,24.95,N,0
28.0,178.0,68.0,Jamaica,2000,Sydney,Athletics Men's 4 x 400 metres Relay,16703718001.6359,1146.8,43566232.4912703,3757444995.321448,4133139758.2373075,16425460069.248386,24.95,N,1
32.0,178.0,68.0,Jamaica,2004,Athina,Athletics Men's 200 metres,19738334554.9786,1185.4,54533132.2348081,4770261471.807475,5971702054.500893,24082360763.529087,24.95,N,0
36.0,178.0,68.0,Jamaica,2008,Beijing,Athletics Men's 200 metres,22959429366.8978,1294.2,130699170.654872,5667479259.865006,7139103052.7623825,27629337027.36997,24.95,N,0
19.0,180.8978622327791,72.42777777777778,Grenada,1996,Atlanta,Athletics Men's 4 x 400 metres Relay,553227515.916068,1000.0,24950583193.521687,101992777.60348926,95008688.58698538,224818153.3952507,26.65,N,0
30.0,182.0,75.0,United Kingdom,2012,London,Athletics Men's 400 metres,2414958511132.59,6215.1,58495656720.591,606605438162.919,1015810237246.203,2422110388037.076,8.45,Y,0
30.0,182.0,75.0,United Kingdom,2012,London,Athletics Men's 4 x 400 metres Relay,2414958511132.59,6215.1,58495656720.591,606605438162.919,1015810237246.203,2422110388037.076,8.45,Y,0
21.0,183.0,82.0,St. Vincent and the Grenadines,2012,London,Athletics Men's 100 metres,1115284324.48246,25878.8,63982522731.993225,256674038.74336347,291450398.3479906,682611404.5989784,26.8,N,0
22.0,180.0,73.0,United Kingdom,2016,Rio de Janeiro,Athletics Men's 4 x 400 metres Relay,2819115070595.11,7022.6,48118943518.1008,718230770992.4557,1045465996404.4031,3283913419368.149,8.45,N,0
25.0,175.0,72.0,Canada,1984,Los Angeles,Athletics Men's 100 metres,558639235991.033,2028.0,7349795763.93554,79120748015.5323,135120341730.69266,344708599477.85535,0.0,N,0
25.0,175.0,72.0,Canada,1984,Los Angeles,Athletics Men's 200 metres,558639235991.033,2028.0,7349795763.93554,79120748015.5323,135120341730.69266,344708599477.85535,0.0,N,0
25.0,175.0,72.0,Canada,1984,Los Angeles,Athletics Men's 4 x 100 metres Relay,558639235991.033,2028.0,7349795763.93554,79120748015.5323,135120341730.69266,344708599477.85535,0.0,N,1
29.0,175.0,72.0,Canada,1988,Seoul,Athletics Men's 100 metres,558639235991.033,1754.4,9897335684.27981,79120748015.5323,135120341730.69266,330801759775.47974,0.0,N,0
29.0,175.0,72.0,Canada,1988,Seoul,Athletics Men's 4 x 100 metres Relay,558639235991.033,1754.4,9897335684.27981,79120748015.5323,135120341730.69266,330801759775.47974,0.0,N,0
27.0,180.0,68.0,Puerto Rico,1992,Barcelona,Athletics Men's Long Jump,57432564624.5358,1069.8,24439870114.896008,9094803553.680155,14265525958.463135,31086505852.581734,0.0,N,0
30.0,170.0,62.0,Canada,1992,Barcelona,Athletics Men's 800 metres,583241220049.607,2460.3,10788803123.94,83736880475.37776,149426345349.467,315690788302.2395,0.0,N,0
30.0,170.0,62.0,Canada,1992,Barcelona,Athletics Men's 4 x 400 metres Relay,583241220049.607,2460.3,10788803123.94,83736880475.37776,149426345349.467,315690788302.2395,0.0,N,0
30.0,186.0,75.0,United States,1996,Atlanta,Athletics Men's 200 metres,8100201000000.0,5175.3,271417000000.0,918229999999.9991,1615059999999.9995,3773520000000.0005,8.55,Y,0
24.0,184.0,80.0,United States,2008,Beijing,Athletics Men's High Jump,14718582000000.0,6598.3,621131000000.0,1517800000000.0002,3366400000000.003,9425376000000.004,8.55,N,0
28.0,184.0,80.0,United States,2012,London,Athletics Men's High Jump,16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,0
24.0,180.0,78.0,Belize,2008,Beijing,Athletics Men's 400 metres Hurdles,2335699587.43499,2427.2,18717737.5,506826062.36386263,540857429.8811417,1840434650.1170478,25.3,N,0
27.0,172.0,65.0,Virgin Islands (U.S.),1984,Los Angeles,Athletics Men's Marathon,1003200344298.0536,2236.2252180145365,16987183971.433418,160160871654.07736,244598208799.91605,619025237397.1011,0.0,N,0
32.0,172.0,65.0,Virgin Islands (U.S.),1988,Seoul,Athletics Men's Marathon,1003200344298.0536,2275.1192099511013,22062050991.976982,159322088468.64624,243135812770.22794,594051434128.9308,0.0,N,0
35.0,172.0,65.0,Virgin Islands (U.S.),1992,Barcelona,"Athletics Men's 5,000 metres",1097558024721.1284,2333.5536235383247,24439870114.896008,173805134575.85422,272619594735.80328,594074880376.5818,0.0,N,0
35.0,172.0,65.0,Virgin Islands (U.S.),1992,Barcelona,"Athletics Men's 10,000 metres",1097558024721.1284,2333.5536235383247,24439870114.896008,173805134575.85422,272619594735.80328,594074880376.5818,0.0,N,0
39.0,172.0,65.0,Virgin Islands (U.S.),1996,Atlanta,Athletics Men's Marathon,1363997612057.9192,2513.752371951541,24950583193.521687,214380870050.53714,332062828614.89276,732452907301.7411,0.0,N,0
17.0,180.19647058823531,71.9231220657277,St. Vincent and the Grenadines,1988,Seoul,Athletics Men's 400 metres,387361141.86610496,2998.0,22062050991.976982,70729230.72103913,87124475.11944401,122119836.3335406,26.8,N,0
21.0,180.8978622327791,72.42777777777778,St. Vincent and the Grenadines,1992,Barcelona,Athletics Men's 4 x 400 metres Relay,440430991.190263,3662.6,24439870114.896008,81398699.40973401,99060836.99807939,148125679.3872881,26.8,N,0
26.0,191.0,85.0,Grenada,2012,London,Athletics Men's 100 metres,1187770831.7521,1028.6,63982522731.993225,221739277.20168337,251959808.20173234,1108056322.5320184,26.65,N,0
27.0,178.0,63.0,Canada,1984,Los Angeles,"Athletics Men's 5,000 metres",558639235991.033,2028.0,7349795763.93554,79120748015.5323,135120341730.69266,344708599477.85535,0.0,N,0
27.0,178.0,63.0,Canada,1984,Los Angeles,"Athletics Men's 10,000 metres",558639235991.033,2028.0,7349795763.93554,79120748015.5323,135120341730.69266,344708599477.85535,0.0,N,0
32.0,178.0,63.0,Canada,1988,Seoul,"Athletics Men's 5,000 metres",558639235991.033,1754.4,9897335684.27981,79120748015.5323,135120341730.69266,330801759775.47974,0.0,N,0
32.0,178.0,63.0,Canada,1988,Seoul,"Athletics Men's 10,000 metres",558639235991.033,1754.4,9897335684.27981,79120748015.5323,135120341730.69266,330801759775.47974,0.0,N,0
35.0,178.0,63.0,Canada,1992,Barcelona,"Athletics Men's 10,000 metres",583241220049.607,2460.3,10788803123.94,83736880475.37776,149426345349.467,315690788302.2395,0.0,N,0
19.0,178.0,69.0,United States,1972,Munich,Athletics Men's Long Jump,5979589000000.0,3908.2,77639000000.0,704943479943.4547,1061495023770.9237,2333054044102.4277,8.55,N,1
22.0,178.0,69.0,United States,1976,Montreal,Athletics Men's Long Jump,5979589000000.0,3533.0,91013000000.0,641307080273.7749,1177295467869.1309,2333054044102.4277,8.55,N,1
28.0,185.0,73.0,United Kingdom,2012,London,Athletics Men's 400 metres Hurdles,2414958511132.59,6215.1,58495656720.591,606605438162.919,1015810237246.203,2422110388037.076,8.45,Y,0
23.0,183.0,73.0,Jamaica,2000,Sydney,Athletics Men's 200 metres,16703718001.6359,1146.8,43566232.4912703,3757444995.321448,4133139758.2373075,16425460069.248386,24.95,N,0
24.0,189.0,110.0,United Kingdom,1992,Barcelona,Athletics Men's Discus Throw,1003545861047.04,6326.9,40774938835.3979,243664106181.74246,377740950589.3604,305075433528.1706,8.45,N,0
24.0,178.0,71.9231220657277,Liberia,2008,Beijing,Athletics Men's 400 metres,3684660905.8821,1553.4,3907000.0,624216192.0647829,904779104.0660672,800699248.5634545,25.3,N,0
23.0,178.0,66.0,United States,1992,Barcelona,"Athletics Men's 10,000 metres",6539299000000.0,5357.7,305141000000.0,650999999999.9999,1422630000000.0027,3002619999999.997,8.55,N,0
27.0,178.0,66.0,United States,1996,Atlanta,"Athletics Men's 10,000 metres",8100201000000.0,5175.3,271417000000.0,918229999999.9991,1615059999999.9995,3773520000000.0005,8.55,Y,0
